title,url,content
"その被害は数百万人以上？ 個人情報ぶっこ抜きの不審なAndroidアプリの顛末
","http://news.livedoor.com/article/detail/6464957/
","['先日紹介した記事「ヘンなアプリに要注意！ データぶっこ抜きアプリかGoogle playに不審なアプリが出回る」とツイッターのRTを見てセキュリティ企業ネットエージェントの代表取締役社長でハンドル名：luminこと杉浦隆幸氏が不審なAndroidアプリをダウンロードして実際に解析してくれた。\n', '\n', 'lumin氏によるアプリ解析の結果判明したのは「“数百万人以上”の個人情報が収集されていたのではないか？\u3000という疑いがある」とのこと。このアプリは「スマホ端末所有者の名前」、「スマホ内の電話帳に登録してある人すべての名前とメールアドレス」をアプリ作成者が開設したぶっこ抜きデータ送信用サーバにアップロードしていたという。正真正銘のデータぶっこ抜きアプリであったということだ。\n', '\n', '内容は「lumin氏のブログ」に詳しいが、ダウンロードされた数が約6万7千〜27万回、各スマホに平均で50人のデータが記録されていたとして単純計算すれば300万人〜1350万人ものデータがサーバーに送られたことになる。実際にアプリを実行していないケースを考慮したとしても数百万の規模で個人情報が抜かれたことになる。\n', '\n', 'この騒動を知ってかどうかは知らないが、不審なAndroidアプリの作者はGoogle play上から該当アプリを削除し痕跡を消して逃走を図った模様だ。セキュリティ対策のプロであるlumin氏は、すでにアプリ作者の電話番号や住所等まで把握しているという。\n', '\n', 'もし、アプリ名の後ろに「the Movie」という文字が付いた不審なアプリをダウンロードしてしまっている場合でも決して実行してはいけない。また、今後もこうした不審なアプリが出てくる可能性があるのでセキュリティ対策ソフトの導入などを行っておくことをオススメする。\n', '\n', '繰り返すが「あやしいAndroidアプリはインストールするな！」でお願いしたい。\n', '\n', 'togetterの反応：『【the Movie と名のつく怪しい Android アプリの顛末』\n', '\n', '■lumin氏のブログ該当エントリー「個人情報漏れすぎ」\n', '■ネットエージェント\n']"
"エイプリールフールでもうそはつきません！ITの一週間を振り返る【ITフラッシュバック】
","http://news.livedoor.com/article/detail/6424692/
","['今日は4月1日、そうエイプリルフールです。各種Webメディアでは、おバカな企画や本当そうに見えるニュースなどが目白押しであろうとは思いますがITライフハックは“基本マジメ”なスタンスなので、そうした“エイプリルフールに合わせて“ありそうでないようなニュース記事”を作ることはしません（単に間に合わなかった）。ということでいつものように一週間を振り返ってみましょう。\n', '\n', 'まずは孫社長の話題が2本。FB（Facebook）を始めた模様。新し物好きな孫さんにしては、いまさら感がある意外な話だ。そして高校生への米国留学支援についてのツイートではスケールの大きさに称賛の声が聞かれた。ソフトバンク社員時代に激安な給料で会社に泊りまくってたことを思い出すと時代の移り変わりを感じるところ。\n', '\n', 'そして人気の高かったアイ・オー・データ機器の超小型USB無線LANアダプター、親機になるっていう機能に注目が集まった。自作派向けにはHTPCが安価に組めそうなケースが良さげだ。質感が高い割に値段が安いのがポイントだ。NVIDIAの新型GPU、Keplerこと「GeFoece GTX 680」はお金があればスグにでも飛び付きたいが、実情を考えると安くなってたFermiでシアワセになるのが賢い選択だろうなあという話。\n', '\n', '■twitterの写真のほうがカッコいい！孫社長 Facebook開始宣言が話題\n', 'ソフトバンクグループの代表 孫正義氏は、Twitterを通じて活発な発言をしている。そんな同氏によるFacebook開始宣言がネットで話題となっている。それは、突然のつぶやきから始まった。\n', '\n', '\n', '■スケールがでかい！孫社長 米国留学支援に賞賛の声\n', 'ソフトバンクグループの代表 孫正義氏は、Twitterを通じて活発な発言をしている。そんな同氏による東日本震災県の高校生に対する、夏休みの米国短期留学支援がネットで話題となっている。それは、突然のつぶやきから始まった。\n', '\n', '\n', '■スマホ持ちで有線なアナタに！無線LAN親機になる超小型アダプター\n', '自宅のインターネット環境は光回線でPCとブロードバンドルーターは有線で接続している人、4月からの新生活でPCのネット回線は確保したけどスマホやタブレット用のWiFiまでは手が回らないというような人に朗報だ。無線LAN親機にもなる超小型無線LANアダプターが登場した。\n', '\n', '\n', '■これなら作ってみたくなる！質感の高いHTPC向けケースが登場！\n', 'HTPC（Home Theater PC）とは、いわゆるBDタイトルや地デジ放送の録画、ストリーミング配信の高画質映像の再生に特化した専用PCのことだ。ある程度のパフォーマンスがあれば、BDタイトルや地デジ放送の録画ができるので古いマシンにBD-REドライブや地デジチューナーを装着してHTPC化してしまう方法もある。しかし、それをリビングのテレビの脇にど〜んと設置するとなると見栄えが悪くなってしまう。かといってHTPC向けのスリムでスタイリッシュなケースとなると2万円前後が相場とHTPCにそこまでのお金はかけたくない。そんなこんなで悩みを抱えている人向けの安価なHTPC向けケースが登場した。\n', '\n', '\n', '■あえてFermiを狙う！ KeplerではなくFermiで幸せになる！\n', '先週紹介したNVIDIAの新型GPU“Kepler”こと「GeFoece GTX 680」が今後のPCの3Dグラフィックスの中心となっていくことは確実だ。すでに3Dゲーム向けPCのハイエンドモデルではKeplerが搭載され始めているが、かといってパーツ市場でハイエンドからローエンドまでがKeplerで埋め尽くされるわけではない。徐々にKeplerが広がって行く間に値段が下がってくるFermiをあえて選択する方法もある。\n', '\n', '\n', '\n', '■ITライフハック Twitter\n']"
"これなら作ってみたくなる！質感の高いHTPC向けケースが登場！
","http://news.livedoor.com/article/detail/6407997/
","['HTPC（Home Theater PC）とは、いわゆるBDタイトルや地デジ放送の録画、ストリーミング配信の高画質映像の再生に特化した専用PCのことだ。ある程度のパフォーマンスがあれば、BDタイトルや地デジ放送の録画ができるので古いマシンにBD-REドライブや地デジチューナーを装着してHTPC化してしまう方法もある。\n', '\n', 'しかし、それをリビングのテレビの脇にど〜んと設置するとなると見栄えが悪くなってしまう。かといってHTPC向けのスリムでスタイリッシュなケースとなると2万円前後が相場とHTPCにそこまでのお金はかけたくない。そんなこんなで悩みを抱えている人向けの安価なHTPC向けケースが登場した。今回、発売されるHTPC向けのケースは、ASKTech社のHTPCケース「NT-TX1000BK」をベースにして電源を200ワットとミドルレンジクラスのグラフィックスカードを装着できる容量まで高めた仕様になっている。\n', '\n', '本体シャシーはスチールベースだがフロントパネルはヘアライン加工・アルマイト処理されており、オールブラック塗装と合わせて質感の高さを感じさせることに成功している。ケースには多数の通気口が設けられており、ケース部の厚さが66mmの薄型ケースでありながら冷却性能も優れた設計となっている。\n', '\n', 'Mini-ITXマザーボードを装着できるようになっているのでAtomベースのマザーボードや高クロック版のAMD Fusion APUといったHTPCに向くMini-ITXマザーを装着し、メモリーとHDD、光学ドライブを装着するだけでHTPCのベースPCが完成する。\n', '\n', '\n', '何よりもうれしいのは、価格が実売予想で9千円を切る価格に設定されているところだ。この値段なら、1台組んでみてもいいと思うのに十分だ。オプションでWindowsのMedia Center（MCE）に対応したリモコンが用意されているのでBDドライブ付きHDDレコーダー代わりに自作してみるというのもアリだろう。\n', '\n', '製品名：NT-TX1000/AC200BK\n', '型番：NT-TX1000/AC200BK\n', '発売時期：3月中旬\n', '予想市場価格：8，480円前後\n', '\n', '■製品情報\n', '■アスク\n', '\n', '\n', '\n', '\n', '\n', 'ENTINY NT-ITX/AL80 Black ODD miniITXケースNT-MC200I/AL80BK\n', 'クチコミを見る\n']"
"タッチにも対応！ワコム、プロ向けペンタブレット「Intuos5」 が凄い
","http://news.livedoor.com/article/detail/6328231/
","['ワコムは2012年3月1日、デジタル映像やデザイン制作向けに、高度な表現力と直感的な制作環境を提供するプロフェッショナル向けペンタブレットの新製品「Intuos5」を3月16日より発売すると発表した。\n', '\n', 'Intuos5は、Intuos Pen Technologyによる繊細な表現力に加えて、新たにマルチタッチ機能やヘッドアップディスプレイ機能を採用することで、デジタルコンテンツ制作における直感的で効率的な作業環境を実現した。\n', '\n', 'また、右利き、左利きどちらにも対応できる上下対称のエルゴノミクスデザインを採用するとともに、表面をソフトタッチのブラックマット仕上げとして、洗練されたデザインと高い使い心地にも配慮した。\n', '\n', 'さらに、多岐に渡るクリエイティブワークのワークフローや作業環境に最適なタブレットを選べるように、マルチタッチ機能搭載モデルやワイヤレスキット付属モデル、アプリケーションソフト付属モデルなどを追加し、ラインアップを広げて提供するとしている。\n', '\n', '高性能なペンタブレットが現れた。\n', '\n', '■「Intuos5」製品情報\n', '■ワコム\n', '\n', '\n', '\n', '\n', 'BUFFALO おまかせ節電 11n/g/b対応 無線LANルーター Air Station 単体 WHR-G301N\n', 'バッファロー(2009-12-05)\n', '販売元：Amazon.co.jp\n', 'クチコミを見る\n']"
"プレミアムなUltrabookが登場！ガラスを多用したノートパソコン【デジ通】
","http://news.livedoor.com/article/detail/6301650/
","['日本HPがUltrabookの一つ上のモデル「プレミアムUltrabook」のHP Envy 14 Spectreを発表した。\n', 'HPのUltrabookとしてはFolio 13があるが、素材やデザインなどにプレミアム感を出した製品となる。\n', '\n', 'HPはデザイナーとコラボしたノートパソコンとして、Vivienne Tam Editionなどをリリースしていたが、同様のプレミアム感のある製品が今回のHP Envy 14 Spectreだ。\n', '\n', 'HPの個人向けのリーズナブルなノートパソコンとしてPavilionシリーズがあるが、その上位モデルにEnvyシリーズがある。Envyシリーズはよりスペックも高く、質感も高い製品だが、このEnvyシリーズから「プレミアムUltrabook」として登場した。\n', '\n', 'プレミアムUltrabookは、通常のUltrabookにプレミアム感を足したもので、インテルとHPから出てきたカテゴリとなる。\n', '\n', 'ちなみに製品名のSpectreを英語読みした場合、スペクターだが、日本では語源のラテン語であるスペクトル(spectrum)の読み方を採用している。製品名の読み方は「エイチピー・エンビー・フォーティーン・スペクトル」だ。\n', '\n', ' \n', 'パームレストはガラス製。Beats audioにも対応する \n', '\n', '\n', '■ガラスを多用した筐体\n', 'この製品の特徴として、ガラスを多様している点にある。液晶画面、天板、パームレスにガラスを使用し金属やプラスチックとは違う高級感のある筐体に仕上がっている。\n', 'ガラス自体はコーニングのゴリラガラスなので、簡単に傷がつくようなことは無い。\n', '\n', 'また、製品名からわかるように14型の液晶パネルを採用しているが、一般のUltrabookの13型よりも一回り画面が大きく、1600×900の高解像度液晶なので情報量も多い。\n', '\n', '液晶は大きいが狭額縁仕様なので、本体サイズは13型のFolio 13と同等だ。キーボードのLEDライトもユーザーに合わせた近接センサー付きで、キーの文字も光るタイプで高級感も高い。\n', '\n', '店頭モデルは128GBのSSDで13.5万円程度、HP Directplusモデルは256GBのSSDで16万円前後。発売は3月中旬。\n', '今回の「プレミアムUltrabook」の登場でUltrabookの展開も面白くなりそうだ。\n', '\n', '■日本HP\n', '\n', '上倉賢 @kamikura [digi2(デジ通)] \n', '\n', 'digi2は「デジタル通」の略です。現在のデジタル機器は使いこなしが難しくなっています。\n', '皆さんがデジタル機器の「通」に近づくための情報を、皆さんよりすこし通な執筆陣が提供します。\n', '\n', '\n', '■ITライフハックTwitter\n', '\n', '■デジ通の記事をもっと見る\n', '・高品質なレッツノートの工場！開発現場並みの検査施設\n', '・サービス終了後はどうなる！電子書籍は永遠に読めるのか\n', '・インテル SSD 520をMacに装着！旧式Macはどれほど高速化するのか (上)\n', '・OSが変わっても使い勝手は同じ！ハイブリッドPCの今後は？\n', '\n', '【キヤノン純正インク】キャノンインクタンク 5色マルチパック BCI-321+320/5MP\n', 'キヤノン\n', '販売元：Amazon.co.jp\n', 'クチコミを見る\n']"
"御苦労さま！そしてありがとう！　スペースシャトル・ディスカバリー号、最後の飛行
","http://news.livedoor.com/article/detail/6482631/
","['先日、退役したアメリカのスペースシャトル「ディスカバリー号」がワシントンD.C.にあるアメリカ国立航空宇宙博物館の別館「ウドヴァーヘイジー・センター」内に展示されるため、スペースシャトル専用輸送機「N905NA」（ボーイング747の改造機）の背中に固定され、ケネディ宇宙センターからダレス国際空港までの「ラストフライト」を行った。名実ともに最後のフライトとなったが、シャトルファンにとってはそれこそ万感の思いであろう。その一連の流れをツイッターで見ることができる。\n', '\n', 'ケネディ宇宙センターからダレス国際空港までのラストフライトは、USTREAMやNASA TVで中継され、事前準備から輸送機への固定といった一連の流れが放送された。先述したようにディスカバリー号はシャトル専用輸送機から降ろされた後、アメリカ国立航空宇宙博物館の別館「ウドヴァーヘイジー・センター」に運ばれて、展示されることになっている。\n', '\n', 'ディスカバリーは1984年8月30日に初めて打ち上げが行われた。そのまま2011年3月9日に退役するまで、実に39回もの宇宙飛行を行った。また宇宙での滞在期間は累計は365日間に及ぶ。252人を宇宙に運び31機の衛星を輸送。ミールとのドッキング1回、ISSとは13回ドッキングを行っている。あのハッブル宇宙望遠鏡を運んだものこの機体である。\n', '\n', 'ディスカバリーは日本人宇宙飛行士との関係も深く「向井千秋、野口総一、星出彰彦、若田光一、山崎直子」（搭乗順、敬称略）らが搭乗し無事に帰還している。こうした日本人との関係の深さもディスカバリーに対する思いの強さになっているのかもしれない。「御苦労さま」そして「ありがとう」。\n', '\n', '\n', 'togetter：『スペースシャトル・ディスカバリー、ラストフライト』\n']"
"無料PDF作成ソフトを大活用！PDFでビジネスが変わる【知っ得！虎の巻】
","http://news.livedoor.com/article/detail/6760975/
","['ふだん何気なく使っているパソコンだが、ちょっとした工夫やヒントで効率よく仕事ができたり、今まで以上に便利に使えたりするテクニックがある。そんなパソコンの便利な活用術を紹介しているのが「知っ得！虎の巻」だ。\n', '\n', '「知っ得！虎の巻」はパソコン初心者だけでなく、上級者にも役に立つ技も数多くある。そんな「知っ得！虎の巻」の記事の中から、PDFを活用する記事を振り返ってみよう。\n', '\n', '■無料PDF作成ソフトを活用しよう！PDFから社外秘を切り離すPC裏技\n', 'ニュースリリースや企画資料、見積書などさまざまなビジネス書類をPDFでやりとりする機会が増えている。今回紹介するのは、PDFファイルの管理に関する無料ソフト。まずは、あらゆるアプリで作成したファイルをPDF化してみよう。続いて、PDFのページを分割・結合するソフトを使い、関連PDFを1つのファイルにまとめたり、企画書から社外秘情報が入ったページを切り離したりしてみよう。\n', '\n', '\n', '■無料ソフトで実現！PDFでもらった書類に書き込みするには？\n', '社内、社外を問わず、ビジネス書類をPDFでやりとりする機会が増えてきた。Adobe Readerなどのソフトを使えばPCの画面上で閲覧できるが、修正や要望を書き込むためにいったん印刷するのは非効率だし、用紙もムダになる。PDF ファイルに直接書き込みができる無料ソフトを活用しよう。\n', '\n', '\n', '■軽くて速いPDFビューアで業務も効率化\n', '環境の違うパソコン同士でも、まったく同じようにドキュメントを閲覧できるPDFファイルは、ビジネスの現場でも扱う機会が増えてきた。ときには、サイズの大きなPDFファイルを開くこともあり、起動やファイルが表示されるまでの時間にストレスを感じている人も多いのではないだろうか？\u3000そんな人には、起動や表示が高速で、閲覧に便利な機能も備えているフリーソフトの「Foxit Reader」をお勧めしたい。業務の効率もアップするはずだ。\n', '\n', '\n', '■ビジネスマン必見！PDFファイルを無料で簡単作成\n', 'PDFファイルを見るために必要なAdobe Readerは無料なのでインストールしている人がほとんどだろう。しかし、作成に必要なAcrobatなどのソフトは有料だから、作ったことはないという人も多いのでは？そんな人は、無料のPDF作成ソフトを利用してみてはいかがだろうか？\u3000使い方も簡単だ。\n', '\n', '\n', '■Webページをクリック一発でPDF変換！ 仕事で使える便利なWebサービス\n', '仕事で何かと使うPDFファイル。しかし、PDFを読み込むアプリは多いが、作成するソフトとなると、あまり馴染みがなかったりする人が多いのではないだろうか。そこで重宝するのが、この「PDFMYURL.COM」（http://pdfmyurl.com/）だ。なんと、このサイト。PDF化したいWebページをPDFファイルに変換してくれるのだ。\n', '\n', '\n', '編集部：池田利夫＋岡本奈知子（ジャムハウス）\n', '制作編集：エヌプラス\n', 'Copyright 2012 livedoor. All rights reserved.\n', '\n', '■PC便利技が満載！「知っ得！虎の巻」ブログ\n', '\n', '\n', '\n', '■「知っ得！虎の巻」の記事をもっとみる\n', '・診断ツールでパソコンを高速化！アプリで劇的に高速化するPC裏技\n', '・Facebookの意外と知らない裏ワザ！ビジネスユーザーに役立つPC活用術\n', '・大切な投稿を見逃さない！友達管理が簡単に！個性派Facebookにするテクニックまとめ\n', '・iPhoneで撮った動画を仲間で共有！その場で動画を共有するテクニック\n', '・Excel表をらくらく修正\u3000ドラッグで列の順序を入れ替える\n', '\n', '【エプソン純正インク】インクカートリッジ 6色セット IC6CL50\n', 'エプソン\n', '販売元：Amazon.co.jp\n', 'クチコミを見る\n']"
"こんこん、ふぉっくす紺子です！MMD動画、配信中です【紺子にゅうす】
","http://news.livedoor.com/article/detail/6470626/
","['こんこん、\n', 'ふぉっくす紺子です(#^.^#)\n', '\n', '紺子のＭＭＤ動画。\n', '\n', 'サンコーレアモノショップ総本店さん２階で\n', '配信中です♪(*´∀｀*)\n', '\n', '魔法を振りまいたり\n', '猫の手つけたりしてる紺子を\n', 'ぜひ見てみてね(n‘∀‘)η\n', '\n', 'パソコンショップアークさん、\n', 'オリオスペックさん、\n', 'サンコーさんでも\n', '紺子グッズが販売中です！\n', '\n', 'ascii.jpアキバページでも、毎週水曜\n', '紺子の4コマ更新中☆\n', '\n', '■永野つかさ氏サイト\n', '■4コマが載っている「ASCII.jp」\n', '■紺子ちゃんねる - ふぉっくす紺子ちゃん公式サイト\n', '■メディアバンク\n', '\n', '\n', '\n', '\n', '■【紺子にゅうす】の記事をもっとみる\n', '・こんこん、ふぉっくす紺子だよ！お花見日和なのに、おしごと\n', '・おはこんです！紺子のＭＭＤ動画が流れる予定ですっ\n', '・おはこん、ふぉっくす紺子です！紺子グッズ第二段も進んでるよ\n', '・おはこんこん！MMD☆ふぉっくす紺子杯を開催中\n']"
"次世代セキュリティソフト「ノートン360 v6」を徹底検証！ITライフハック編集長が使ってみた
","http://news.livedoor.com/article/detail/6342771/
","['今やインターネットは生活の一部となってきているわけだが、その分、インターネット犯罪というのも横行している。世界的には、3人に2人のネットユーザーが何かしらの被害に遭っているというのだ。かくいう筆者も、ITニュースメディア「ITライフハック」の編集長であるが故に、インターネットを使わない日はなく、他人事ではない。\n', '\n', 'ネット犯罪対策として、パソコンにはセキュリティソフトを入れているわけだが、メインマシンはいまだに3年前のノートPCを使っている。古いマシンということもあり、パソコンで作業をしながらウイルスチェックを行うと、さすがにもたつきを感じていた。\n', '\n', 'そうした折りにシマンテックの「ノートン360 v6」をレポートしてみないか、とのお話を頂戴した。シマンテックといえば、セキュリティ業界の中でも老舗中の老舗であり、昔のパソコンでも軽快に動作すると聞いていたので、この企画に飛びついたわけだ。\n', '\n', '\n', '\n', '\n', '驚くほど軽快なセキュリティ対策ソフト\n', '\n', '早速、先日発売されたばかりの「ノート360 v6」を使ってみた。インストールは、画面の指示に従うだけでよいので、パソコン初心者でも戸惑うことはないだろう。\n', '\n', 'インストールが完了すると、「ノート360 v6」がマシンに自動的に常駐する。\n', '\n', '\n', '「ノート360 v6」のメイン画面\n', '\n', 'コンピューターウイルスのスキャンの方法はいくつか用意されている。仕事中は主な領域を調べる「クイックスキャン」、就寝前に全体を調べる「完全スキャン」といった具合に使い分けることも可能だが、実際に使ってみたところ、3世代前のパソコンにも関わらず、驚くほど軽快に動作した。\n', '\n', '\n', 'システムの完全スキャンを実行しているところ\n', '\n', '\n', '\n', '家族のためのセキュリティが可能\n', '\n', '「ノートン360 v6」は一般的なセキュリティ対策ソフトの枠にとどまらず、さまざまな機能でユーザーを守る製品だ。すべての機能を紹介するのは困難だ。そこで今回は、とくに注目すべき機能にフォーカスしてみた。\n', '\n', '\n', '1.家族の思い出をバックアップ - ノートン オンラインバックアップ\n', 'PCユーザーの中には、デジカメで撮影した写真や、お気に入りの音楽、動画をパソコン内に保存している人もいるだろう。パソコンは電化製品なので、これらのデータが何かの拍子に読み込めなくなることも十分に起こりうる。\n', '\n', 'そうした不測の事態に対処するための機能が「ノートン オンラインバックアップ」だ。\n', '\n', '\n', '不測の事態に対処できる「ノートン オンラインバックアップ」\n', '\n', '「ノートン オンラインバックアップ」とは、ファイル、音楽、写真、その他の重要なドキュメントを損失から自動的に暗号化して保存する機能だ。\n', '\n', '同機能を利用すれば、これらのファイルをユーザーのパソコン以外の場所、あるいはシマンテックが用意したセキュリティ保護されたデータセンターに自動的にバックアップすることができる。\n', '\n', 'これにより、パソコンのハードディスクが動かなくなったり、人災や自然災害などでデータ損失事故が発生したりした場合でも、大事なファイルを迅速かつ簡単に回復することができるというわけだ。\n', '\n', '初期設定では、ドキュメントの画像・音楽・会計ファイル・オフィス文書・連絡先・インターネットのお気に入りなどをバックアップの対象とするが、バックアップ元は自分で設定できるので、Dドライブを丸ごとバックアップといった使い方もできる。\n', '\n', '使ってみて便利だと思ったことは、「ノート360 v6」はユーザーがパソコンを使っていないときに、バックアップシーケンスを実行してくれる点だ。これなら仕事の妨げになることもない。\n', '\n', '\n', 'バックアップ元やファイルの種類を設定できる\n', '\n', '\n', '2. パスワードを一括管理 - ノートンIDセーフ\n', 'ブログやSNS、ネットショッピング、オンラインバンキングなどでは、パスワードやID、クレジットカード番号を入力する。そうした個人情報を、たったひとつのパスワードで一括管理できるのが「ノートン ID セーフ」だ。\n', '\n', '一度登録した個人情報は、256ビットで暗号化して自動入力されるので、自分で管理するよりも安心というわけだ。\n', '\n', '\n', '個人情報を一括管理できる「ノートン ID セーフ」\n', '\n', '\n', '今までもパスワード管理ソフトを使ってきたが、使い勝手はイマイチだった。その点、「ノートン ID セーフ」は、ログイン情報やパスワードを入力したときに、それらの個人情報を保存できて便利だ。\n', '\n', '\n', 'ログイン情報やパスワードを入力したときに、それらの個人情報を保存できる\n', '\n', '\n', 'またブラウザのツールバーにあるIDセーフメニューで「設定」オプションを使えば、情報の入力や編集が可能なので、使い勝手がよい。\n', '\n', '\n', '「設定」オプションを使えば、情報の入力や編集が可能だ\n', '\n', '\n', '特筆すべき点は、今話題のFacebookにも対応している点だ。ニュースフィードをスキャンし、危険なダウンロードやウェブサイトへのリンクの有無を警告してくれたり、フェイスブックの友人にも警告をうながしたりすることができる。\n', '\n', '3.子供たちを危険から守る - ノートン オンラインファミリー\n', '子供がいるご家族に嬉しい機能が「ノートン オンラインファミリー」だ。子供たちがインターネットに費やす時間は、月平均 40 時間といわれている。決して有益な情報だけがあるわけではないインターネットには、子供には見られたくない情報が氾濫している。またソーシャルネットワークやチャットで、どのような人と付き合っているのかが気になる親御さんもいるだろう。\n', '\n', '\n', '不不適切だと判断したサイトまたはサイ\n', 'トのカテゴリを遮断することができる「ノートン オンラインファミリー」を利用すれば、子供たちが参照する Web サイトを確認でき、不適切だと判断したサイトまたはサイトのカテゴリを遮断することができる。\n', '\n', '\n', 'さらにインスタントメッセージやチャット、ソーシャルネットワークなどでの活動を確認できる。\n', '\n', '\n', '\n', '子供たちが参照するWeb\n', 'サイトを確認できる「ノートン オンラインファミリー」を利用するためには、「設定」から「保護者機能」を選択後、オンライン上でアカウントや子供たちの設定を行う。対話式の画面なので、必要事項を埋めていくだけでよい。\n', '\n', '子供たちのパソコンにエージェントソフト（ノートン セーフティマインダー）をインストールしたら、「家族ルール」や「子供たちに守ってほしいルール」を設定する。\n', '\n', '\n', '\n', '年齢別グループを選択すると、子供たちの\n', '年齢にふさわしいサイトだけが選択されるWebサイトの設定では、遮断するサイトを設定できる。設定はひとつひとつ設定してもよいが、年齢別グループを選択すると、子供たちの年齢にふさわしいサイトだけが選択されるので、設定はお手軽だ。\n', '\n', '\n', '\n', '1日あたりにパソコンを使える時\n', '間や、使える時間帯を設定できるまた勉強に励んでほしい親御さんは、時間設定を利用すると、平日（月〜金）と週末（土・日）で1日あたりにパソコンを使える時間や、使える時間帯を、事細かに設定することができる。\n', '\n', '\n', 'かなり駆け足だったが、「ノートン360 v6」は高機能なセキュリティ対策ソフトであるうえに、使い勝手のよいソフトだ。3年前のノートPCにも関わらず、セキュリティ対策ソフトにありがちな、パソコンの動作がもたつくといったことがないのには驚いた。\n', '\n', 'さらにコンピューターウイルス対策だけでなく、大事なファイルのクラウドへのバックアップや、パスワードの一括管理、子供たちのためのPCを管理できる。\n', '\n', 'これらの機能は通常、別売のソフトを購入しなければならないが、「ノートン 360 v6」なら、これ1本ですべて済んでしまうわけだ。\n', '\n', 'この記事を読んで興味を持った人は、「ノートン 360 v6」の30日無料の体験版をシマンテックのサイトからダウンロードして試してみてはどうだろうか。現在、プレゼントキャンペーンを開催しているので、セキュリティ対策を検討している人は、導入を検討してみるのもよいかもしれない。\n', '\n', '■関連リンク\n', '・「ノートン 360 バージョン6.0」30日無料体験版ダウンロード\n', '・「ノートン 360 バージョン6.0」プレゼントキャンペーン\n', '・ノートン×livedoor特集サイト\n', 'Sponsored\n']"
"PCとはちょっと違うAndroidにおけるROMとRAMの意味！  Android端末の選び方【デジ通】
","http://news.livedoor.com/article/detail/6857231/
","['パソコンに関する知識がある人がAndroidスマートフォンを選ぶときに、見慣れていなくて困惑するのはスペック表などに書かれているROMとRAMだ。\n', '\n', '「RAMの量は性能に直結するので多い方がいいが、こっちのROMって何だろう？」と戸惑う人が多いのではなかろうか？\u3000個人的にもこの表記をたまに見ると混乱するが、AndroidにおけるROMとRAMの意味を整理してみよう。\n', '\n', 'パソコンなどの世界では、ROMはRead Only Memory、RAMはRandam Access Memoryの略で使われている。ROMは、すでに書き込まれたデータが記録されている部品で書き換え不能。RAMは、CPUが計算に使用する場所のような認識の方が多いと思う。\n', '\n', 'パソコンの世界では、古くはNECのPC-9800シリーズのように漢字ROMなどが使われていたが、現在では使われていない。ROMの容量はスペック上、何の意味もなく、パソコンのスペック表からもこの項目は消えている。\n', '\n', '■AndroidにおけるROMとRAMの意味\n', 'しかし、日本のAndroidスマートフォンのスペック表を見ると、ROMとRAMという項目でそれぞれの容量が表記されているケースがある。\n', '\n', 'Androidの世界では、RAMはパソコンなどと同じメインメモリーの意味だが、ROMは内蔵ストレージのことを表している。つまり、「ROM 16GB」と書かれていた場合、端末にフラッシュメモリが16GB内蔵されているという意味だ。ここにアプリをダウンロードしたり、各種データを保存することができるので大きければ大きい方がいいが、あまり活用しなければ大きすぎても意味はない。\n', '\n', 'この16GBの中にOSやプリインストール済みのアプリなどが入っているので、実際に使える量は機種によるが12GB前後になる。\n', '\n', '■ROMという表現を使っているのは日本だけ\n', '全世界を調べたわけではないが、英語圏などを中心に各携帯電話キャリアなどのAndroidのスペック表をみると、「ROM」と表記しているところはない。大抵は「Internal Memory」という「内蔵メモリ」のような意味の用語が使われている。\n', '\n', 'ちなみに2012年8月現在日本の主要携帯電話各社の表記は\n', 'ドコモ メモリ ROM\n', 'au 内蔵メモリ （ROM）\n', 'ソフトバンク メモリ ROM\n', 'というようになっている。アップルのiPhoneは「容量」\n', '\n', '■ROMという表記はやめてはどうか\n', 'Androidの内蔵ストレージ、SSDやUSBメモリ、SDカードなどに使われているNAND型フラッシュメモリはRead Onlyではないが、ROMと分類されることもあり、ROMという表記が間違っているわけではない。\n', '\n', 'しかし、一般ユーザーがみるカタログなどにROMやRAMと書いてあっても、意味がわからない方が多いのではないだろうか。販売店によってはこのあたりを工夫している店もあるようで、auは「内蔵メモリ（ROM）」と表記しており比較的親切といえるだろう。\n', '\n', '携帯キャリアなどは当然として、ブログなどを書く方も含めこの表記は改善すべきではなかろうか？\n', '\n', '上倉賢 @kamikura [digi2(デジ通)] \n', '\n', 'digi2は「デジタル通」の略です。現在のデジタル機器は使いこなしが難しくなっています。\n', '皆さんがデジタル機器の「通」に近づくための情報を、皆さんよりすこし通な執筆陣が提供します。\n', '\n', '■デジ通の記事をもっと見る\n', '・iPhone 4Sの音声認識機能は使える 新しいiPadでも使える音声認識\n', '・英語の音声認識で英会話練習 自分の発音を客観的に知る方法\n', '・サービス終了後はどうなる！電子書籍は永遠に読めるのか\n', '・キンドルが日本に参入する？Amazonの電子書籍をおさらい\n', '・iPhoneが据え置きゲーム機も殺す？多機能化するスマートフォン\n', '\n', '\n', '【キヤノン純正インク】キャノンインクタンク 5色マルチパック BCI-321+320/5MP\n', 'キヤノン\n', '販売元：Amazon.co.jp\n', 'クチコミを見る\n']"
